CNES,NOMEFANT
2465124,HOSPITAL MENINO JESUS DE PRAGA
2465159,CASA DE SAUDE SANTO ANTONIO
2465469,HOSPITAL SESP DE ZE DOCA
2465655,HOSPITAL MUNICIPAL DR ZECA MOREIRA
2494906,HOSPITAL E PRONTO SOCORRO MUNICIPAL DE TIMON
2529564,HOSPITAL REGIONAL ALEXANDRE MAMEDE TROVAO
2529769,CLINICA NOSSA SENHORA DO ROSARIO LTDA
2529777,HOSPITAL MUNICIPAL ANTONIO MENDES JARDIM
2530031,HOSPITAL DR ANTONIO LOPES VARAO
2530236,HOSPITAL REGIONAL ADELIA MATOS FONSECA
2530473,HOSPITAL MUNICIPAL DR FRANCISCO RIBEIRO DR CHICAO
2530805,HRO
2531046,POLIBAO
2531208,INCOR SANTA MONICA
2531348,HOSPITAL SAO RAFAEL
2531771,HOSPITAL MUNICIPAL BOM JESUS DAS SELVAS
2531798,HOSPITAL REGIONAL DE ARAIOSES
2531801,HOSPITAL MUNICIPAL DR ANTENOR VIEIRA DE MORAES
2531836,HOSPITAL MUNICIPAL ANTONIO DA ROCHA MARTINS
2531933,CLINICA SAO SEBASTIAO LTDA
2532093,HOSPITAL MUNICIPAL NAILA TEIXEIRA DE SOUSA
2613751,HOSPITAL MUNICIPAL PREFEITO AFONSO COSTA
2645378,HOSPITAL MUNICIPAL LUIGI MURARO
2646277,CENTRO MEDICO DE CAXIAS
2646358,HOSPITAL MUNICIPAL DE ROSARIO
2646366,HOSPITAL MUNICIPAL DE SAO PEDRO DA AGUA BRANCA
2646404,HOSPITAL MUNICIPAL PADRE CHIQUINHO
2646439,HOSPITAL MUNICIPAL DE ITINGA DO MARANHAO
2646447,HOSPITAL FRANCISCO GIUSTI
2646463,HOSPITAL MUNICIPAL SANTA ROSA
2646471,HOSPITAL IRMA MARIA PAES TAVARES
2646498,UNIDADE MISTA BOM JESUS
2646536,HOSPITAL DE ONCOLOGIA DO MARANHAO DR TARQUINIO LOPES FILHO
2646544,PRONTO SOCORRO E HOSPITAL MUNICIPAL DE SAO MATEUS
2646560,HOSPITAL PEDRO DOS SANTOS OLIVEIRA
2646579,HOSPITAL CRISTO REDENTOR
2646587,HOSPITAL MUNICIPAL RAIMUNDO NONATO BARROS
2646595,HOSPITAL MUNICIPAL FREI ALBERTO BERETTA
2646609,HOSPITAL LUZIA TRINTA
2646617,HOSPITAL SAO RAIMUNDO NONATO
2646625,HOSPITAL MUNICIPAL VICTORIANO ABDALLA
2646633,HOSPITAL MUNICIPAL NANU COSTA
2646641,HOSPITAL ANICA GUIMARAES
2646676,HOSPITAL MUNICIPAL DE NOVA OLINDA DO MARANHAO
2655837,HOSPITAL MUNICIPAL DE SAUDE NOSSA SENHORA SANTANA
2655845,HOSPITAL MUNICIPAL NEWTON SERRA
2655896,HOSPITAL MUNICIPAL AUGUSTO DE SOUSA MILHOMEM
2655918,HOSPITAL MUNICIPAL PREFEITA MADALENA BRAGA
2655969,HOSPITAL MUNICIPAL CARLOS VIDAL DA SILVA
2656159,HOSPITAL MUNICIPAL DE LIMA CAMPOS
2696002,MATERNIDADE SANTA MONICA
2696029,HOSPITAL PROFESSOR SERRA DE CASTRO
2697661,HOSPITAL AQUILES LISBOA
2697688,MATERNIDADE NOSSA SENHORA DA PENHA
2697696,INSTITUTO MARANHENSE DE ONCOLOGIA ALDENORA BELO IMOAB
2697947,HOSPITAL MUNICIPAL NOSSA SENHORA DA CONSOLACAO
2698056,CLINICA LA RAVARDIERE LTDA
2699966,HOSPITAL MUNICIPAL DR SEVERINO DIAS CARNEIRO NETO
2702681,HOSPITAL CASA ALIVIO DO SOFRIMENTO
2702703,HOSPITAL MUNICIPAL DIVINO ESPIRITO SANTO
2702711,HOSPITAL GERAL GERTRUDES MELO MARTINS
2702746,HOSPITAL GERAL MUNICIPAL DE DOM PEDRO
2702886,COMPLEXO HOSPITALAR MATERNO INFANTIL DO MARANHAO
2726599,PMC HOSPITAL MUNICIPAL
2726610,HOSPITAL MUNICIPAL MARICOTA
2726637,HOSPITAL MUNICIPAL SAO JOSE
2726645,HOSPITAL DA CRIANCA E MULHER DE COLINAS
2726653,EBSERH HOSPITAL UNIVERSITARIO DA UFMA
2726688,HOSPITAL MUNICIPAL LIDIA MARTINS
2772299,HOSPITAL MUNICIPAL SANTA INES
2811278,UNIDADE HOSPITALAR EXPEDITO LOPES GALVAO
2814277,HOSPITAL REGIONAL DE BARRA DO CORDA DR JOSE DE ABREU SILVA
2882655,HOSPITAL DA ILHA
2901110,HOSPITAL RAIMUNDO JOAQUIM DE SOUSA
2939371,HOSPITAL PEDRO LUCAS DIAS FONSECA
2951649,CENTRO BIONUCLEAR DE DIAGNOSTICO CBD
2964465,HOSPITAL REGIONAL DE ACAILANDIA
2975386,HOSPITAL DE TRAUMATOLOGIA E ORTOPEDIA DE CAXIAS
2991101,HOSPITAL DA CRIANCA DE PRESIDENTE MEDICI
2999331,ANEXO PALMEIRINHA
3008045,HOSPITAL DAS CLINICAS
3018172,HOSPITAL MUNICIPAL MATERNO INFANTIL NOSSA SENHORA DAS MERCES
3028593,HOSPITAL MUNICIPAL CRISTINO ANANIAS DE CAMPOS
3053857,HOSPITAL BINE SOARES
3323382,HOSPITAL DA VISAO DO MARANHAO
3344614,HOSPITAL GERAL DA VILA LUIZAO
3386023,HOSPITAL BIBI MONTELO
3388301,COMPLEXO HOSPITALAR GENTIL FILHO
3549097,HVM HOSPITAL DA VISAO DO MARANHAO
3588572,HOSPITAL E MATERNIDADE NOSSA SENHORA DA CONCEICAO
3667804,HOSPITAL MUNICIPAL SAO JOSE DE RIBAMAR
3836061,HOSPITAL REGIONAL DE SAO MATEUS DO MARANHAO
3913163,HOSPITAL MUNICIPAL DE SANTO AMARO
4007514,HOSPITAL MUNICIPAL DE GUIMARAES
4007905,CENTRO DE PARTO HUMANIZADO NAZIRA ASSUB
4517504,HOSPITAL MUNICIPAL MOEMA TRINTA FERREIRA AROUCHE
4854810,UPA FREI ALBERTO BERETTA
4944178,UPA FREI ALBERTO BERETTA
5307562,HOSPITAL MUNICIPAL DOM HELIO CAMPOS
5446546,HOSPITAL DA MULHER
5456894,OFTALMOCENTRO
5523419,MATERNIDADE SAO FRANCISCO DE ASSIS
5585279,NAISI NUCLEO DE ATENCAO INTEGRADA EM SAUDE DE IMPERATRIZ
5718600,HOSPITAL MARIA MADALENA
5939488,HOSPITAL MUNICIPAL INFANTIL SINHA CASTELO
6047955,HOSPITAL SAO JOSE
6209688,MATERNIDADE PACO DO LUMIAR
6463045,HOSPITAL SANTA HELENA
6483089,HOSPITAL MACRORREGIONAL DE URG E EMERG DE PRESIDENTE DUTRA
6553567,HOSPITAL DAS CLINICAS DO MUNICIPIO DE TUNTUM
6592961,HOSPITAL REGIONAL DE LAGO DOS RODRIGUES
6618839,OFTALMOCENTRO COHAB
6649270,CENTRO DE OLHOS MARANHENSE
6847579,HOSPITAL JOSE FERREIRA DOS REIS
6871747,HOSPITAL REGIONAL DE MORROS
6922902,HOSPITAL MATERNO INFANTIL
6957501,HOSPITAL REGIONAL DE GRAJAU DR JOSE JORGE
6970249,UNIPREV UNIDADE DE PREVENCAO ONCOLOGICA
7006438,HOSPITAL MUNICIPAL TIBURCIO FERREIRA DA SILVA
7006462,HOSPITAL MESTRE ALBERTO LEITE DE SOUSA
7013620,HOSPITAL REGIONAL DE BARREIRINHAS
7073224,HOSPITAL REGIONAL DE ALTO ALEGRE DO MARANHAO
7077378,HOSPITAL REGIONAL DE PERITORO
7088302,HOSPITAL MACRORREGIONAL ALEXANDRE MAMEDE TROVAO DE COROATA
7137818,HOSPITAL MUN DE ALDEIAS ALTAS FRANCISCA DE SOUSA ALMEIDA
7202253,HOSPITAL REGIONAL DE TIMBIRAS
7215746,HOSPITAL MUNICIPAL DE SAO JOAO DO SOTER
7239866,HOSPITAL MUNICIPAL DE BERNARDO DO MEARIM
7247583,HOSPITAL MUNICIPAL DE TUFILANDIA SANTA TEREZINHA
7275099,UPA SAO JOSE
7305303,HOSPITAL DR JEAN CARVALHO
7321252,HOSPITAL REGIONAL DE MONCAO
7354568,HOSPITAL MUNICIPAL MARIA VIEIRA OLIVEIRA
7354606,HOSPITAL MUNICIPAL RAIMUNDO RODRIGUES SIRQUEIRA
7385269,HOSPITAL SAO SEBASTIAO
7401655,HOSPITAL ANTONIA VALENTIM GOMES
7401663,HOSPITAL JOSE DE JESUS ROCHA RODRIGUES
7431325,HOSPITAL REGIONAL DE MATOES DO NORTE
7460597,HOSPITAL MUNICIPAL RAIMUNDO SOUSA LIMA
7481063,HOSPITAL MUNICIPAL SEBASTIANA FONSECA COSTA
7485808,HOSPITAL DE CAMPANHA COVID 19 ZE DOCA
7486618,HOSPITAL MUNICIPAL ANTONIO DE PINHO BORGES
7496788,HOSPITAL MUNICIPAL PADRE BENTO DOMINICI
7502451,HOSPITAL MUNICIPAL DE ARAGUANA
7511884,HOSPITAL MUNICIPAL JOSE RAMOS
7554613,HOSPITAL MUNICIPAL RAIMUNDO SOUSA LIMA
7554958,HOSPITAL MUNICIPAL NEREDES RODRIGUES
7572883,HOSPITAL MUNICIPAL ANTONIO MORAES DA SILVA
7588895,HOSPITAL REAL
7593864,HOSPITAL MUNICIPAL FRANCISCO MENESES
7597037,HOSPITAL MUNICIPAL MANOEL MELO DE MATOS
7597053,HOSPITAL MUNICIPAL DR PEDRO NEIVA DE SANTANA
7597843,HOSPITAL MUNICIPAL SAO VICENTE
7603029,HOSPITAL MUNICIPAL LENILDE OLIVEIRA
7628749,HOSPITAL AMANCIO COUTINHO
7639724,HOSPITAL GERAL DE FERNANDO FALCAO
7645503,UNIDADE MISTA DE SAO RAIMUNDO DOCA BEZERRA
7667299,HOSPITAL MUNICIPAL NOSSA SENHORA DE VITORIA
7743629,HOSPITAL MUNICIPAL BOM JESUS
7826060,HOSPITAL MACRORREGIONAL DA BAIXADA DR JACKSON LAGO
7869878,UNIDADE MISTA DE SAUDE DE LAGOA DO MATO
7891067,HOSPITAL MACRORREGIONAL DE CAXIAS DR EVERALDO F ARAGAO
7982291,HOSPITAL MUNICIPAL JOSE VIEIRA DE MELO
8013659,HOSPITAL CASSIANA SOUSA MAGALHAES
9024697,CENTRO DE PARTO NORMAL MARIA DE NAZARE RODRIGUES
9065768,HOSPITAL MACRORREGIONAL DRA RUTH NOLETO
9077413,HOSPITAL MACRORREGIONAL TOMAS MARTINS
9144706,HOSPITAL DA ZONA RURAL
9161449,HOSPITAL DE CUIDADOS INTENSIVOS HCI
9217932,HOSPITAL SAO FRANCISCO DE ASSIS
9261427,UNIDADE MISTA DE SAUDE DO PARUA DITOSO FERRAZ
9336508,HOSPITAL REGIONAL DE BALSAS
9364439,HOSPITAL DE TRAUMA E ORTOPEDIA HTO
9398392,UDI OFTALMO
9613374,HOSPITAL DR JOSE DA COSTA ALMEIDA
9627812,MATERNIDADE ESTADUAL HUMBERTO COUTINHO
9997784,HOSPITAL E MATERNIDADE NAILA GONCALO
00104400000228,HOSPITAL ANA NERY MINAS GERAIS
00112288000196,SANTA CASA MISERICORDIA DE ALTEROSA
00132229000341,ONCOMED CENTRO DE PREV E TRAT DE DOENCAS NEOPLASICAS LTDA
00860223000129,HOSPITAL MATERMED LTDA
00944230000109,PREFEITURA MUNICIPAL DE PRESIDENTE BERNARDES
00961315000103,FUNDACAO CRISTIANO VARELLA
00991591000106,FUNDACAO DE SAUDE DILSON DE QUADROS GODINHO
00998201000120,PREFEITURA MUNICIPAL DE OURO BRANCO
01152436000169,ASSOCIACAO RIOVERDENSE DE ASSISTENCIA E PROMOCAO HUMANA
01609274000145,OFTALMOCENTRO DE UBERABA LTDA
01696781000163,PREFEITURA MUNICIPAL DE MIRABELA
01816967000109,IRMANDADE NOSSA SENHORA DA CONCEICAO DE PARA DE MINAS
02072332000107,SOCIEDADE BENEFICENTE HOSPITAL SAO SEBASTIAO DE INHAPIM
02212781000103,SOCIEDADE BENEFICENTE WALDEMAR MIGUEL
02267239000158,HOSPITAL PHILADELFIA LTDA
02662035000111,ISO OLHOS INSTITUTO DE SAUDE OCULAR LTDA
02798796000103,IRMANDADE DA SANTA CASA DE MISERICORDIA DE MONTE BELO
02877511000111,FUNDACAO SAO CARLOS
03350495000177,CLINICA SAO FRANCISCO
03375610000168,HOSPITAL DAS CLINICAS DE PATROCINIO LTDA
03409366000107,SANTA CASA DE MISERICORDIA DE LAGOA SANTA
03490958000104,GESTHO GESTAO HOSPITALAR SA
03728477000186,HOSPITAL MUNICIPAL DE FRANCISCO SA
03851397000113,FUNDACAO VESPASIANENSE DE SAUDE
04013515000187,HOSPITAL SANTA BARBARA
04079079000149,FUNDACAO HOSPITALAR DE PARAGUACU
04123021000155,LIFECENTER SISTEMA DE SAUDE S A
04385190000163,ASSOCIACAO COMUNITARIA DE SAUDE DE DELFINOPOLIS
04417906000167,PREFEITURA MUNICIPAL DE ESPINOSA
04541288000162,HOSPITAL SAO SEBASTIAO
04548627000132,CALDEIRA SILVEIRA E SANTOS SOCIEDADE SIMPLES LTDA
04875146000131,CEMAC CENTRO MURIAEENSE DE APOIO A CIDADANIA
04956690000108,FUNDACAO MUNICIPAL DE SAUDE E ASSISTENCIA SOCIAL
05012103000195,HOSPITAL SAO VICENTE DE PAULO
05260481000198,ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO
05802877000381,INSTITUICAO DE COOPERACAO INTERMUNICIPAL DO MEDIO PARAOPEBA
06223217000147,GARCIA E ALMEIDA CLINICA MEDICA LTDA ME
06288135001314,ICDS INSTITUTO DE COOPERACAO PARA O DESENVOLVIMENTO DA SAU
07503792000166,HOSPITAL MUNICIPAL SAO VICENTE DE PAULO
07542423000182,HOSPITAL OTORRINO CENTER LTDA
07605010000108,ASSOCIACAO PREFEITO HELCIO VALENTIN DE ANDRADE
07810422000171,ASS BEN AMIGOS HOSPITAL
07996965000125,HOSPITAL MUNICIPAL DE FREI INOCENCIO
08160430000182,ASSOCIACAO AMIGOS DO HOSPITAL DONA PAULINA DAMEN KOCKX
09152345000135,FUNDACAO HOSPITALAR DR MOISES MAGALHAES FREIRE
09205917000105,INSTITUTO DE OLHOS DE MINAS GERAIS LTDA
09269235000158,FUNDACAO MOEMENSE DE SAUDE LUIZ HENRIQUE GONTIJO DE OLIVEIRA
09281224000193,FUNDACAO HOSPITALAR MUNICIPAL JOAO HENRIQUE
10550765000159,SOCIEDADE BENEFICENTE SAGRADA FAMILIA
10638784000131,CENTRO DE CARDIOLOGIA INVASIVA DE UBERABA LTDA
10706266000370,AMBAR SAUDE
11483828000164,PREFEITURA MUNCIPAL DE MALACACHETA
13025354000132,FUNDACAO HOSPITALAR SAO FRANCISCO DE ASSIS FHSFA
13025354000302,FUNDACAO HOSPITALAR SAO FRANCISCO DE ASSIS FHSFA
15126437001549,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES EBSERH
15126437003835,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES EBSERH
15557480000163,FUNDACAO HOSPITALAR SAO VICENTE DE PAULO
16505851000126,HOSPITAL SAO VICENTE DE PAULO DE ABAETE
16517476000134,CLINICA SERRA VERDE LTDA
16527889000108,SANTA CASA DE ABRE CAMPO
16564072000100,HOSPITAL SAO VICENTE DE PAULO
16596611000184,HOSPITAL SAO VICENTE DE PAULO
16607509000137,HOSPITAL SAO SALVADOR
16650756000116,CASA DE CARIDADE DE ALFENAS N S P SOCORRO
16692121000181,HOSPITAL METROPOLITANO ODILON BEHRENS HOB
16698771000134,IRMANDADE DA SANTA CASA DE MISERICORDIA DE ALPINOPOLIS
16712309000144,HOSPITAL DE ALTO RIO DOCE
16718884000154,HOSPITAL NOSSA SENHORA DE LOURDES
16725665000100,HOSPITAL NOSSA SENHORA DA SAUDE
16731630000176,SANTA CASA DE MISERICORDIA DE ANDRADAS
16742355000196,LACTARIO E POSTO DE PUERICULTURA MENINO JESUS
16760316000111,HOSPITAL SAO VICENTE DE PAULO
16766065000182,SANTA CASA DE MISERICORDIA DE ANDRELANDIA
16769168000104,SOMEPI SOCIEDADE MEDICA DE PIRAPORA LTDA
16802340000176,ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA
16804692000160,SANTA CASA M MATERN SANTANA ITAPECERICA
16826067000110,SANTA CASA DE MISERICORDIA DE ARAGUARI
16828915000120,HOSPITAL SANTO ANTONIO LTDA
16852089000154,SANTA CASA DE MISERICORDIA NOSSA SENHORA DO CARMO
16865909000142,FUNDACAO HOSPITALAR AURELIANO CAMPOS BRANDAO
16870610000186,HOSPITAL SANTO ANTONIO LTDA
16881161000171,HOSPITAL IMACULADA CONCEICAO
16887465000146,CONFERENCIA SAO VICENTE DE PAULO DE TURMALINA
16906935000171,MELHORAMENTOS DOM BOSCO SA
16908600000192,ASSOC ASSIST SOCIAL DA SANTA CASA DE MISERICORDIA DE ARAXA
16908600000354,ASSOC DE ASSIST SOCIAL DA SANTA CASA DE MISERIC ARAXA
16920928000124,FUNDACAO HOSPITALAR DE MONTES CLAROS
16921181000129,PRONTOSOCOR DE MONTES CLAROS LTDA
16926479000121,FUNDACAO CORONEL JOAO DE ALMEIDA
16936346000136,FUNDACAO SAO VICENTE DE PAULO DE PARAOPEBA
16968547000115,SANTA CASA DE ARCOS
16975989000199,HOSPITAL SAO LUCAS SOCIEDADE SIMPLES LTDA
16985970000123,FUNDACAO PAULO VI
17002528000100,HOSPITAL LOURENCO WESTIN
17032293000191,HOSPITAL NOSSA SENHORA DO BRASIL
17077967000174,HOSPITAL IBIAPABA CEBAMS
17082892000110,SANTA CASA DE MISERICORDIA DE BARBACENA
17084005000142,INSTITUTO MAT ASSIST A INFANCIA E POLICLINICA DE BARBACENA
17087591000189,COMPLEXO HOSPITALAR UBERLANDIA S A
17089541000130,CLINICA MANTIQUEIRA LTDA
17099649000104,HOSPITAL SAO MANOEL DE MUTUM LTDA
17117656000191,ASSOCIACAO DE PROTECAO A MATERNIDADE E INFANCIA DE FELISBURG
17136342000136,FUNDACAO TINO DA CUNHA
17163528000184,HOSPITAL VERA CRUZ SA
17178203000680,FUNDACAO EDUCACIONAL LUCAS MACHADO FELUMA
17182734000131,HOSPITAL SANTA MARTA LTDA
17198094000158,SOS MEDICINA E CIRURGIA DE URGENCIA LTDA
17200429000125,FUNDACAO BENJAMIN GUIMARAES
17209891000193,SANTA CASA DE MISERICORDIA DE BELO HORIZONTE
17214149000176,FUNDACAO FELICE ROSSO
17214743000167,ASSOCIACAO EVANGELICA BENEFICENTE DE MINAS GERAIS
17216086000197,CORPORACAO DE MEDICOS CATOLICOS
17217985003472,UNIVERSIDADE FEDERAL DE MINAS GERAIS HOSPITAL DAS CLINICAS
17222027000121,HOSPITAL SAO BENTO CARDIOCLINICA SA
17226044000137,REDE PAULO DE TARSO
17268871000193,HOSPITAL ALBERT SABIN LTDA
17357641000109,CENTRO OFTALMOLOGICO DE MINAS GERAIS SA
17393448000115,ASSOCIACAO HOSPITALAR DE JECEABA
17394610000110,FUNDACAO HOSPITALAR SANTO ANTONIO
17398561000274,ASSOCIACAO DE PROTECAO A MATERNIDADE E INFANCIA
17400755000186,OBRAS SOCIAIS DA PAROQUIA DE SAO PAULO
17411232000135,NOVO HORIZONTE HOSPITALAR LTDA
17421173000186,HOSPITAL DE GIMIRIM
17435942000103,HOSPITAL SANTANA DE GUARACIABA
17478223000161,CLINICA NOSSA SENHORA DE LOURDES LTDA
17485376000136,ASSOCIACAO BENEFICENTE DA CRIANCA ABC
17513235000180,ASSOCIACAO MARIO PENNA
17513235000260,ASSOCIACAO MARIO PENNA
17704776000195,PRONTO CORDIS SC LTDA
17734625000180,HOSPITAL E MATERNIDADE MARIA ELOY
17763343000100,HOSPITAL JORGE CAETANO DE MATTOS
17831587000183,POSTO MEDICO HOSPITALAR DE LAGOA FORMOSA
17845504000296,UNIMED VARGINHA COOPERATIVA DE TRABALHO MEDICO
17878554001241,FUNDACAO DE ENSINO E TECNOLOGIA DE ALFENAS
17880998000169,SANTA CASA DE MISERICORDIA DE AREADO
17903600000162,HOSPITAL E SANTA CASA DE JACUI
17903816000128,HOSPITAL E MATERNIDADE SAO PEDRO
17909730000102,HOSPITAL MONSENHOR GENESIO
17912007000182,HOSPITAL E MATERNIDADE SENHOR BOM JESUS
17912353000160,LAR IRMA M AUGUSTA E HOSP GERIATRICO AFONSINA REIS MEGALE
17922477000127,FUNDACAO BENEFICENTE SAO JOAO DA ESCOCIA
17953217000208,CENTRO SOC DE EDUC SAUDE E A A M DE CARRANCAS
17954249000139,OBRAS SOCIAIS DA PAROQUIA DE PIEDADE DO RIO GRANDE
17962978000137,ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA DE ATALEIA
17989187000109,FUNDACAO ASSISTENCIAL VICOSENSE
18017491000149,ORGANIZACAO HOSPITALAR PSIQUIATRICA LTDA
18039461000133,SANTA CASA DE MISERICORDIA DE PASSA TEMPO
18048223000194,FUNDACAO DE SAUDE TRES MARIAS
18065268000177,SOMAS SOCIEDADE MEDICA DE ADMINISTRACAO E SERVICO LTDA
18099325000139,FUNDACAO DE ASSISTENCIA SOCIAL DE JANAUBA
18115071000103,HOSPITAL DE ESPERA FELIZ
18134122000136,FUNDACAO MUNICIPAL DE SAUDE DE TEIXEIRAS
18145870000114,HOSPITAL SAO VICENTE DE PAULO
18156893000124,HOSPITAL GENESIO FRANCO DE MORAIS SC
18157271000110,SANTA CASA DE MISERICORDIA ABADIA DOS DOURADOS
18170894000123,CLINICA VERA CRUZ LTDA
18180356000110,FUNDACAO MUNICIPAL DE SAUDE DE MARIA DA FE
18191213000103,HOSPITAL E MATERNIDADE SAO LUCAS DE EXTREMA LTDA
18194191000135,ASSOCIACAO DE PROTECAO A MATERNIDADE E INFANCIA DE CARVALHOS
18212084000273,MUNICIPIO DE CONTAGEM
18240812000170,HOSPITAL NOSSA SENHORA DO CARMO
18248963000174,FUNDACAO HOSPITALAR JOAQUIM BENTO DE AGUIAR
18283101000697,PREFEITURA MUNICIPAL DE ITACARAMBI
18286476000104,HOSPITAL E MATERNIDADE VESPASIANO LTDA
18357319000134,HOSPITAL IMACULADA CONCEICAOGALILEIA
18392993000150,ASSOCIACAO DE PROTECAO E ASSIST A MATERNIDADE E A INFANCIA
18458745000245,SERVICO SOCIAL NOSSA SENHORA DA ABADIA
18484378000173,HOSPITAL SANTA GENOVEVA LTDA
18584177000148,FUNDACAO MEDICA DE JEQUERI
18591792000181,SOCIEDADE CARITATIVA SAGRADO CORACAO DE JESUS
18591792000262,SOCIEDADE CARITATIVA SAGRADO CORACAO DE JESUS
18592139000137,HOSPITAL SEBASTIAO PAES DE ALMEIDA
18625343000107,HOSPITAL MATERNIDADE E PRONTO SOCORRO SANTA LUCIA LTDA
18632315000117,FUNDACAO HOSPITALAR SAO SEBASTIAO
18636209000101,FUNDACAO DE SAUDE DE SAO JOAO DO PARAISO
18650424000167,FUNDACAO MUNICIPAL DE SAUDE DE ARINOS
18653659000102,FUNDACAO HOSPITALAR DE SAUDE
18699918000136,FUNDACAO TAIOBEIRAS
18715391000196,PREFEITURA MUN BETIMSMS FUNDO MUNICIPAL DE SAUDE DE BETIM
18715508000131,HOSPITAL MUNICIPAL JOSE LUCAS FILHO
18720938000141,FUNDACAO DESENVOLVIMENTO DA PESQUISA FUNDEP
18760108000148,ASSOCIACAO CARIDADE SAO JOSE DE BICAS
18781039000159,SANTA CASA DE MISERICORDIA DE BOA ESPERANCA
18841916000130,HOSPITAL SAO VICENTE DE PAULO DE POTE
18843789000108,HOSPITAL SAO BENTO
18859264000160,FUNDACAO BOM PASTOR
18860684000167,FUNDACAO DE SAUDE CRISTO REI
18863985000144,SANTA CASA DE BOM SUCESSO
18879387000163,FUNDACAO MEDICO ASSISTENCIAL MAJOR DOMINGOS DE DEUS CORREA
18892042000140,FUNDACAO DE SAUDE DE MONTALVANIA
18892141000121,FUNDACAO HOSPITALAR DE AMPARO AO HOMEM DO CAMPO
18895284000197,FUNDACAO HOSPITAL SAO JOSE DE BOTELHOS
18901645000160,CLINICA NEUROPSIQUIATRICA DE ALFENAS
18921817000168,STA CASA DE MIS S CAETANO DA VARGEM GRANDE HOSP S CAETA
18929463000106,HOSPITAL NOSSA SENHORA MAE DA IGREJA
18931576000138,FUNDACAO NOSSA SENHORA DAJUDA
18932277000118,HOSPITAL DR OTAVIO GONCALVES
18958256000171,ASSOCIACAO DO HOSPITAL SAO FRANCISCO
18979328000167,SOCIEDADE CIVIL DE BENEFICENCIA CAETEENSE
19014182000188,HOSPITAL SANTA RITASANTA RITA DE CALDAS
19014786000124,SANTA CASA DE MISERICORDIA DE CALDAS
19015486000160,SANTA CASA DE MISERICORDIA DE IPUIUNA
19032960000161,IRMANDADE DA SANTA CASA DE MISERICORDIA DE IBERTIOGA
19038728000130,HOSPITAL E MATERNIDADE DE CAREACU
19053479000152,IRMANDADE DA SANTA CASA DE MISERICORDIA DE CAMBUI
19071273000155,LAR DE MEIMEI HOSPITAL GERAL DE CAMBUQUIRA
19082452000198,SANTA CASA DE MISERICORDIA DA CAMPANHA
19091537000132,SANTA CASA MIS CARIDADE DE CAMPESTRE
19093202000153,SANTA CASA DE MISERICORDIA DE GUAPE
19109198000174,CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APARECIDA LTDA
19110162000100,FUNDACAO HOSPITALAR DO MUNICIPIO DE VARGINHA
19128248000160,SANTA CASA DE MISERICORDIA SAO VICENTE DE PAULO
19130186000121,HOSPITAL SAO LUCAS LTDA
19172113000100,HOSPITAL INFANTIL PADRE ANCHIETA LTDA
19191550000163,SANTA CASA DE MISERICORDIA DE CAMPOS ALTOS
19202654000126,HOSPITAL SAO VICENTE DE PAULO
19213826000167,SANTA CASA DE MISERICORDIA DE CANAPOLIS
19247790000132,SOCIEDADE CIVIL BENEFICENTE NOSSA SENHORA APARECIDA
19266675000105,FUNDACAO HILTON ROCHA
19274091000181,CASA DE CARIDADE DE CARANGOLA
19275338000184,HOSPITAL EVANGELICO DE CARANGOLA
19297746000137,HOSPITAL SAO VICENTE DE PAULO
19313618000130,CASA DE SAUDE DIVINO ESPIRITO SANTO SA
19314442000130,HOSPITAL NOSSA SENHORA AUXILIADORA
19325547000195,FUNDACAO EDUCACIONAL DECARATINGA
19343383000129,FUNDACAO COMUNITARIA DE SAUDE DE CANDEIAS
19400753000112,HOSPITAL SANTANA LTDA
19417823000145,HOSPITAL DA CRIANCA SAO JOSE LTDA
19433648000180,FUNDACAO MUNICIPAL DE SAUDE
19446590000109,STA CASA MIS CARMO DO PARANAIBA DR ADILON CARDOSO TEIXEIRA
19469017000110,NUCLEO OFTALMOLOGICO DR RIMACK FILHO LTDA
19507078000125,INSTITUTO SAO VICENTE DE PAULO
19529478000131,HOSPITAL DE CATAGUASES
19557487000136,CENTRO BARBACENENSE DE ASSIST MEDICA E SOCIAL
19558782000107,HOSPITAL MUNICIPAL SANTANA DE CARANDAI
19564137000105,HOSPITAL BEMVINDO SAUDE LTDA
19578376000106,HOSPITAL DIVINENSE
19604511000140,SANTA CASA DE MISERICORDIA DE CLAUDIO
19634108000164,NEO OFTALMOLOGIA NUCLEO ESPECIALIZADO EM OFTALMOLOGIA DE U
19637289000182,HOSPITAL JOAO HENRIQUE
19655125000188,HOSPITAL IMACULADA CONCEICAO
19674878000130,CASA DE CARIDADE SANTO ANTONIO
19675131000105,FUNDACAO MUNICIPAL DE SAUDE DE ALAGOA
19692433000183,FUNDACAO MUNICIPAL DE SAUDE DE PASSABEM
19692755000122,ASSOCIACAO HOSPITALAR BOM JESUS
19702927000100,SANTA CASA DE MISERICORDIA
19708510000146,HOSPITAL E MATERNIDADE MARIA EULALIA
19715663000110,HOSPITAL E MATERNIDADE SAO JOSE
